referrer,views_total,views_unique
Google,276,100
time-series-features.gitbook.io,64,30
github.com,52,20
search.brave.com,9,2
cran.r-project.org,8,3
Bing,7,3
predict-idlab.github.io,7,1
yanovskir.medium.com,6,4
DuckDuckGo,5,1
pypi.org,2,2
