referrer,views_total,views_unique
Google,101,67
pypi.org,37,5
github.com,16,8
chatgpt.com,13,5
search.brave.com,9,7
time-series-features.gitbook.io,8,3
nature.com,6,3
opentimeseries.com,5,3
Bing,4,3
link.springer.com,4,2
