referrer,views_total,views_unique
Google,101,67
github.com,41,14
link.springer.com,10,6
pypi.org,6,5
Bing,4,4
DuckDuckGo,3,3
chatgpt.com,2,2
time-series-features.gitbook.io,2,2
Baidu,1,1
ecosia.org,1,1
