referrer,views_total,views_unique
Google,125,86
github.com,44,21
search.brave.com,15,8
time-series-features.gitbook.io,15,6
link.springer.com,9,3
pypi.org,8,4
Bing,6,6
Yahoo,2,2
ecosia.org,2,1
chatgpt.com,1,1
