time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,6.0,3.0,33,19
2024-08-06 00:00:00+00:00,2.0,2.0,28,18
2024-08-07 00:00:00+00:00,3.0,3.0,66,30
2024-08-08 00:00:00+00:00,1.0,1.0,37,21
2024-08-09 00:00:00+00:00,,,31,12
2024-08-10 00:00:00+00:00,3.0,1.0,55,7
2024-08-11 00:00:00+00:00,3.0,1.0,9,6
2024-08-12 00:00:00+00:00,,,43,21
2024-08-13 00:00:00+00:00,,,52,16
2024-08-14 00:00:00+00:00,2.0,2.0,37,15
2024-08-15 00:00:00+00:00,2.0,2.0,81,30
2024-08-16 00:00:00+00:00,3.0,2.0,24,14
2024-08-17 00:00:00+00:00,3.0,2.0,5,3
2024-08-18 00:00:00+00:00,,,9,8
