time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,7,7,30,26
2025-11-22 00:00:00+00:00,4,4,9,9
2025-11-23 00:00:00+00:00,3,3,28,11
2025-11-24 00:00:00+00:00,9,9,42,20
2025-11-25 00:00:00+00:00,6,6,42,19
2025-11-26 00:00:00+00:00,9,8,30,19
2025-11-27 00:00:00+00:00,14,11,30,16
2025-11-28 00:00:00+00:00,22,18,44,14
2025-11-29 00:00:00+00:00,12,10,9,8
2025-11-30 00:00:00+00:00,9,9,10,9
2025-12-01 00:00:00+00:00,72,28,34,19
2025-12-02 00:00:00+00:00,28,19,66,32
2025-12-03 00:00:00+00:00,133,35,46,26
2025-12-04 00:00:00+00:00,6,4,40,27
