referrer,views_total,views_unique
Google,180,106
github.com,33,17
time-series-features.gitbook.io,25,10
Bing,19,9
chatgpt.com,11,10
link.springer.com,8,5
ecosia.org,8,2
medium.com,2,2
sktime.net,2,2
DuckDuckGo,2,1
