referrer,views_total,views_unique
Google,66,49
github.com,35,16
Bing,18,11
time-series-features.gitbook.io,10,7
teams.public.onecdn.static.microsoft,7,3
pypi.org,6,4
e.mail.ru,3,1
search.brave.com,2,2
chatgpt.com,1,1
cran.r-project.org,1,1
