time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,4,4,30,19
2025-08-28 00:00:00+00:00,7,7,24,16
2025-08-29 00:00:00+00:00,2,2,16,16
2025-08-30 00:00:00+00:00,8,8,11,10
2025-08-31 00:00:00+00:00,3,3,18,8
2025-09-01 00:00:00+00:00,12,11,31,27
2025-09-02 00:00:00+00:00,6,6,19,15
2025-09-03 00:00:00+00:00,2,2,26,21
2025-09-04 00:00:00+00:00,3,3,19,16
2025-09-05 00:00:00+00:00,8,8,18,17
2025-09-06 00:00:00+00:00,4,4,11,8
2025-09-07 00:00:00+00:00,7,7,9,8
2025-09-08 00:00:00+00:00,11,11,39,29
2025-09-09 00:00:00+00:00,13,8,28,18
