referrer,views_total,views_unique
Google,162,111
github.com,56,24
Bing,13,4
time-series-features.gitbook.io,12,9
pypi.org,4,4
sktime.net,2,2
moma.corp.google.com,2,1
colab.research.google.com,2,1
ftp.gwdg.de,2,1
yandex.ru,1,1
