time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-28 00:00:00+00:00,3,3,66,19
2024-05-29 00:00:00+00:00,2,2,62,18
2024-05-30 00:00:00+00:00,7,6,30,18
2024-05-31 00:00:00+00:00,7,4,45,13
2024-06-01 00:00:00+00:00,5,4,13,9
2024-06-02 00:00:00+00:00,2,2,9,7
2024-06-03 00:00:00+00:00,3,3,51,16
2024-06-04 00:00:00+00:00,10,6,30,15
2024-06-05 00:00:00+00:00,8,5,46,27
2024-06-06 00:00:00+00:00,7,4,39,15
2024-06-07 00:00:00+00:00,7,5,35,10
2024-06-08 00:00:00+00:00,3,3,14,12
2024-06-09 00:00:00+00:00,2,2,10,7
2024-06-10 00:00:00+00:00,6,2,45,25
