time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-25 00:00:00+00:00,1.0,1.0,82,21
2024-06-26 00:00:00+00:00,1.0,1.0,27,19
2024-06-27 00:00:00+00:00,5.0,3.0,31,19
2024-06-28 00:00:00+00:00,,,20,11
2024-06-29 00:00:00+00:00,2.0,1.0,15,7
2024-06-30 00:00:00+00:00,3.0,1.0,57,11
2024-07-01 00:00:00+00:00,2.0,2.0,67,23
2024-07-02 00:00:00+00:00,3.0,1.0,73,27
2024-07-03 00:00:00+00:00,2.0,2.0,33,18
2024-07-04 00:00:00+00:00,3.0,2.0,27,18
2024-07-05 00:00:00+00:00,,,115,21
2024-07-06 00:00:00+00:00,1.0,1.0,13,6
2024-07-07 00:00:00+00:00,1.0,1.0,17,7
2024-07-08 00:00:00+00:00,4.0,4.0,67,31
