time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-18 00:00:00+00:00,5.0,5.0,16,14
2025-08-19 00:00:00+00:00,1.0,1.0,12,10
2025-08-20 00:00:00+00:00,6.0,6.0,34,24
2025-08-21 00:00:00+00:00,2.0,2.0,37,20
2025-08-22 00:00:00+00:00,4.0,4.0,25,20
2025-08-23 00:00:00+00:00,4.0,3.0,2,2
2025-08-24 00:00:00+00:00,6.0,6.0,6,5
2025-08-25 00:00:00+00:00,6.0,6.0,46,25
2025-08-26 00:00:00+00:00,6.0,6.0,49,19
2025-08-27 00:00:00+00:00,4.0,4.0,30,19
2025-08-28 00:00:00+00:00,7.0,7.0,24,16
2025-08-29 00:00:00+00:00,2.0,2.0,16,16
2025-08-30 00:00:00+00:00,8.0,8.0,11,10
2025-08-31 00:00:00+00:00,,,13,6
