time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-04 00:00:00+00:00,12,7,21,9
2026-01-05 00:00:00+00:00,4,4,54,31
2026-01-06 00:00:00+00:00,23,14,30,14
2026-01-07 00:00:00+00:00,14,9,17,15
2026-01-08 00:00:00+00:00,10,6,36,21
2026-01-09 00:00:00+00:00,14,5,14,12
2026-01-10 00:00:00+00:00,9,5,12,5
2026-01-11 00:00:00+00:00,5,5,5,4
2026-01-12 00:00:00+00:00,9,9,71,23
2026-01-13 00:00:00+00:00,16,8,39,22
2026-01-14 00:00:00+00:00,12,4,50,20
2026-01-15 00:00:00+00:00,11,7,18,12
2026-01-16 00:00:00+00:00,18,10,40,26
2026-01-17 00:00:00+00:00,10,6,12,5
