referrer,views_total,views_unique
Google,193,108
github.com,28,17
Bing,16,9
time-series-features.gitbook.io,7,5
teams.microsoft.com,5,2
opentimeseries.com,4,3
chatgpt.com,3,2
sktime.net,3,2
lm.facebook.com,2,2
l.facebook.com,2,2
