time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,8,4,86,27
2024-05-07 00:00:00+00:00,8,5,68,27
2024-05-08 00:00:00+00:00,6,6,43,18
2024-05-09 00:00:00+00:00,3,3,196,22
2024-05-10 00:00:00+00:00,3,3,31,21
2024-05-11 00:00:00+00:00,5,5,10,6
2024-05-12 00:00:00+00:00,8,8,13,8
2024-05-13 00:00:00+00:00,13,9,51,24
2024-05-14 00:00:00+00:00,2,2,78,32
2024-05-15 00:00:00+00:00,4,4,78,27
2024-05-16 00:00:00+00:00,3,3,31,18
2024-05-17 00:00:00+00:00,2,2,65,24
2024-05-18 00:00:00+00:00,2,2,17,11
2024-05-19 00:00:00+00:00,1,1,4,3
