referrer,views_total,views_unique
Google,190,111
github.com,21,14
time-series-features.gitbook.io,11,6
chatgpt.com,6,3
pypi.org,5,5
Bing,3,2
yandex.ru,3,2
colab.research.google.com,3,1
statics.teams.cdn.office.net,3,1
search.brave.com,2,2
