referrer,views_total,views_unique
Google,155,86
link.springer.com,121,4
github.com,21,14
pub.towardsai.net,14,1
cn.bing.com,7,2
opentimeseries.com,6,2
time-series-features.gitbook.io,5,5
pypi.org,5,3
Bing,4,4
statics.teams.cdn.office.net,3,1
