time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,11,6,21,12
2026-01-21 00:00:00+00:00,18,10,65,24
2026-01-22 00:00:00+00:00,8,4,41,23
2026-01-23 00:00:00+00:00,12,4,28,19
2026-01-24 00:00:00+00:00,7,7,9,7
2026-01-25 00:00:00+00:00,17,8,12,10
2026-01-26 00:00:00+00:00,15,11,22,16
2026-01-27 00:00:00+00:00,12,7,25,18
2026-01-28 00:00:00+00:00,14,6,33,24
2026-01-29 00:00:00+00:00,12,8,56,20
2026-01-30 00:00:00+00:00,20,5,25,19
2026-01-31 00:00:00+00:00,8,4,6,5
2026-02-01 00:00:00+00:00,20,11,46,12
2026-02-02 00:00:00+00:00,12,7,23,19
