time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,3,2,33,20
2025-06-04 00:00:00+00:00,2,2,37,24
2025-06-05 00:00:00+00:00,2,2,13,13
2025-06-06 00:00:00+00:00,7,6,35,15
2025-06-07 00:00:00+00:00,8,5,13,10
2025-06-08 00:00:00+00:00,7,5,6,5
2025-06-09 00:00:00+00:00,3,3,24,18
2025-06-10 00:00:00+00:00,7,4,41,23
2025-06-11 00:00:00+00:00,4,4,35,31
2025-06-12 00:00:00+00:00,8,4,44,25
2025-06-13 00:00:00+00:00,2,2,24,21
2025-06-14 00:00:00+00:00,7,7,13,8
2025-06-15 00:00:00+00:00,4,4,6,4
2025-06-16 00:00:00+00:00,2,2,48,13
