referrer,views_total,views_unique
Google,188,74
github.com,37,20
feature-based-time-series-analys.gitbook.io,17,5
link.springer.com,15,1
statics.teams.cdn.office.net,5,3
Bing,5,2
yandex.ru,4,2
cn.bing.com,4,2
brendanjohnharris.github.io,3,1
snyk.io,3,1
