time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-25 00:00:00+00:00,1,1,69,24
2025-06-26 00:00:00+00:00,7,6,23,16
2025-06-27 00:00:00+00:00,5,4,14,13
2025-06-28 00:00:00+00:00,5,5,10,7
2025-06-29 00:00:00+00:00,12,2,6,6
2025-06-30 00:00:00+00:00,7,7,38,23
2025-07-01 00:00:00+00:00,7,7,23,19
2025-07-02 00:00:00+00:00,11,8,70,35
2025-07-03 00:00:00+00:00,8,8,55,29
2025-07-04 00:00:00+00:00,7,6,19,15
2025-07-05 00:00:00+00:00,1,1,6,6
2025-07-06 00:00:00+00:00,7,5,36,8
2025-07-07 00:00:00+00:00,8,8,35,19
2025-07-08 00:00:00+00:00,2,2,52,35
