time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-27 00:00:00+00:00,28,20,33,22
2025-10-28 00:00:00+00:00,8,3,34,21
2025-10-29 00:00:00+00:00,11,5,69,34
2025-10-30 00:00:00+00:00,17,9,23,17
2025-10-31 00:00:00+00:00,10,4,28,13
2025-11-01 00:00:00+00:00,15,5,25,13
2025-11-02 00:00:00+00:00,8,6,12,9
2025-11-03 00:00:00+00:00,15,14,32,22
2025-11-04 00:00:00+00:00,12,8,45,32
2025-11-05 00:00:00+00:00,11,11,74,34
2025-11-06 00:00:00+00:00,19,17,49,32
2025-11-07 00:00:00+00:00,18,12,17,10
2025-11-08 00:00:00+00:00,11,6,3,3
2025-11-09 00:00:00+00:00,8,2,11,10
