referrer,views_total,views_unique
Google,150,82
link.springer.com,68,2
github.com,18,13
time-series-features.gitbook.io,13,6
pub.towardsai.net,9,1
opentimeseries.com,6,2
Bing,3,3
pypi.org,3,2
cn.bing.com,3,1
statics.teams.cdn.office.net,3,1
