referrer,views_total,views_unique
Google,78,53
github.com,52,23
Bing,15,10
pypi.org,7,5
chatgpt.com,6,5
time-series-features.gitbook.io,5,4
search.brave.com,4,2
e.mail.ru,3,1
cran.r-project.org,2,2
link.springer.com,2,2
