time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-17 00:00:00+00:00,15,8,38,16
2026-02-18 00:00:00+00:00,8,4,32,27
2026-02-19 00:00:00+00:00,8,4,22,19
2026-02-20 00:00:00+00:00,16,4,20,14
2026-02-21 00:00:00+00:00,19,10,8,6
2026-02-22 00:00:00+00:00,18,10,9,9
2026-02-23 00:00:00+00:00,15,7,23,18
2026-02-24 00:00:00+00:00,10,6,17,13
2026-02-25 00:00:00+00:00,13,7,75,13
2026-02-26 00:00:00+00:00,20,10,23,15
2026-02-27 00:00:00+00:00,17,13,7,6
2026-02-28 00:00:00+00:00,10,6,11,7
2026-03-01 00:00:00+00:00,16,8,6,5
2026-03-02 00:00:00+00:00,20,12,34,27
