referrer,views_total,views_unique
Google,106,59
time-series-features.gitbook.io,22,14
github.com,22,11
pypi.org,14,6
search.brave.com,6,6
Bing,5,5
chatgpt.com,4,3
Yahoo,4,2
sktime.net,3,3
opentimeseries.com,2,2
