time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-02 00:00:00+00:00,2.0,2.0,9,7
2024-06-03 00:00:00+00:00,3.0,3.0,51,16
2024-06-04 00:00:00+00:00,10.0,6.0,30,15
2024-06-05 00:00:00+00:00,8.0,5.0,46,27
2024-06-06 00:00:00+00:00,7.0,4.0,39,15
2024-06-07 00:00:00+00:00,7.0,5.0,35,10
2024-06-08 00:00:00+00:00,3.0,3.0,14,12
2024-06-09 00:00:00+00:00,2.0,2.0,10,7
2024-06-10 00:00:00+00:00,7.0,3.0,52,25
2024-06-11 00:00:00+00:00,4.0,4.0,72,23
2024-06-12 00:00:00+00:00,3.0,3.0,23,21
2024-06-13 00:00:00+00:00,14.0,7.0,27,15
2024-06-14 00:00:00+00:00,1.0,1.0,20,11
2024-06-15 00:00:00+00:00,,,33,12
