referrer,views_total,views_unique
Google,158,99
github.com,16,15
time-series-features.gitbook.io,14,7
Bing,7,6
chatgpt.com,3,3
DuckDuckGo,3,3
opentimeseries.com,3,2
teams.microsoft.com,3,1
lm.facebook.com,2,2
l.facebook.com,2,2
