time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,2.0,1.0,10,9
2024-11-03 00:00:00+00:00,3.0,1.0,6,5
2024-11-04 00:00:00+00:00,2.0,2.0,25,21
2024-11-05 00:00:00+00:00,2.0,1.0,33,22
2024-11-06 00:00:00+00:00,1.0,1.0,26,20
2024-11-07 00:00:00+00:00,2.0,2.0,15,13
2024-11-08 00:00:00+00:00,2.0,2.0,27,15
2024-11-09 00:00:00+00:00,1.0,1.0,10,7
2024-11-10 00:00:00+00:00,3.0,2.0,17,13
2024-11-11 00:00:00+00:00,2.0,2.0,60,20
2024-11-12 00:00:00+00:00,2.0,2.0,33,20
2024-11-13 00:00:00+00:00,,,24,19
2024-11-14 00:00:00+00:00,,,30,23
2024-11-15 00:00:00+00:00,1.0,1.0,19,16
