time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-25 00:00:00+00:00,3,1,7,4
2025-01-26 00:00:00+00:00,2,1,10,7
2025-01-27 00:00:00+00:00,1,1,38,22
2025-01-28 00:00:00+00:00,2,2,18,9
2025-01-29 00:00:00+00:00,1,1,14,11
2025-01-30 00:00:00+00:00,12,7,33,18
2025-01-31 00:00:00+00:00,5,3,34,19
2025-02-01 00:00:00+00:00,2,2,15,12
2025-02-02 00:00:00+00:00,5,2,6,4
2025-02-03 00:00:00+00:00,4,4,19,13
2025-02-04 00:00:00+00:00,1,1,19,16
2025-02-05 00:00:00+00:00,5,3,34,18
2025-02-06 00:00:00+00:00,3,2,36,18
2025-02-07 00:00:00+00:00,1,1,21,15
