referrer,views_total,views_unique
Google,151,69
Bing,11,7
chatgpt.com,10,6
au.search.yahoo.com,8,1
time-series-features.gitbook.io,5,4
github.com,5,4
link.springer.com,4,3
pypi.org,2,2
statics.teams.cdn.office.net,2,2
search.brave.com,2,1
