referrer,views_total,views_unique
Google,166,104
github.com,29,15
time-series-features.gitbook.io,24,9
Bing,20,9
chatgpt.com,9,8
opentimeseries.com,9,1
ecosia.org,8,2
link.springer.com,7,4
DuckDuckGo,3,2
pypi.org,3,2
