referrer,views_total,views_unique
Google,183,110
github.com,23,14
pypi.org,12,3
Bing,10,5
medium.com,8,7
statics.teams.cdn.office.net,5,4
time-series-features.gitbook.io,4,3
wiki.iis.uj.edu.pl,4,1
readmedium.com,2,2
freedium.cfd,2,1
