time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,15,8,15,8
2026-05-27 00:00:00+00:00,18,12,10,10
2026-05-28 00:00:00+00:00,14,5,7,6
2026-05-29 00:00:00+00:00,21,11,18,11
2026-05-30 00:00:00+00:00,31,17,3,3
2026-05-31 00:00:00+00:00,12,8,10,8
2026-06-01 00:00:00+00:00,20,11,6,6
2026-06-02 00:00:00+00:00,24,11,9,8
2026-06-03 00:00:00+00:00,34,19,6,6
2026-06-04 00:00:00+00:00,26,12,30,11
2026-06-05 00:00:00+00:00,17,6,22,14
2026-06-06 00:00:00+00:00,17,10,14,6
2026-06-07 00:00:00+00:00,17,8,19,8
2026-06-08 00:00:00+00:00,23,10,19,17
