referrer,views_total,views_unique
Google,230,83
github.com,77,24
link.springer.com,20,3
feature-based-time-series-analys.gitbook.io,18,6
statics.teams.cdn.office.net,5,3
Bing,5,2
cn.bing.com,4,2
yandex.ru,3,2
brendanjohnharris.github.io,3,1
learning.oreilly.com,2,2
