time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-27 00:00:00+00:00,6,6,53,14
2023-11-28 00:00:00+00:00,2,2,69,20
2023-11-29 00:00:00+00:00,5,4,57,24
2023-11-30 00:00:00+00:00,2,2,131,24
2023-12-01 00:00:00+00:00,4,4,123,23
2023-12-02 00:00:00+00:00,3,3,19,12
2023-12-03 00:00:00+00:00,5,5,19,7
2023-12-04 00:00:00+00:00,9,7,86,26
2023-12-05 00:00:00+00:00,13,9,122,20
2023-12-06 00:00:00+00:00,11,6,38,21
2023-12-07 00:00:00+00:00,6,6,88,27
2023-12-08 00:00:00+00:00,6,4,43,16
2023-12-09 00:00:00+00:00,5,5,20,7
2023-12-10 00:00:00+00:00,5,5,17,7
