time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-12 00:00:00+00:00,9.0,5.0,22,15
2025-02-13 00:00:00+00:00,5.0,2.0,20,12
2025-02-14 00:00:00+00:00,15.0,7.0,23,16
2025-02-15 00:00:00+00:00,5.0,5.0,15,8
2025-02-16 00:00:00+00:00,6.0,3.0,27,12
2025-02-17 00:00:00+00:00,6.0,3.0,20,14
2025-02-18 00:00:00+00:00,5.0,5.0,44,17
2025-02-19 00:00:00+00:00,6.0,5.0,57,22
2025-02-20 00:00:00+00:00,5.0,3.0,39,22
2025-02-21 00:00:00+00:00,5.0,3.0,24,10
2025-02-22 00:00:00+00:00,5.0,4.0,14,10
2025-02-23 00:00:00+00:00,3.0,2.0,12,8
2025-02-24 00:00:00+00:00,8.0,6.0,39,20
2025-02-25 00:00:00+00:00,,,35,22
