time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-17 00:00:00+00:00,2.0,2.0,39,7
2024-03-18 00:00:00+00:00,5.0,5.0,59,24
2024-03-19 00:00:00+00:00,3.0,3.0,76,27
2024-03-20 00:00:00+00:00,2.0,2.0,63,15
2024-03-21 00:00:00+00:00,4.0,4.0,16,9
2024-03-22 00:00:00+00:00,4.0,4.0,14,10
2024-03-23 00:00:00+00:00,3.0,3.0,29,4
2024-03-24 00:00:00+00:00,2.0,2.0,43,5
2024-03-25 00:00:00+00:00,1.0,1.0,39,19
2024-03-26 00:00:00+00:00,4.0,4.0,95,15
2024-03-27 00:00:00+00:00,4.0,4.0,65,18
2024-03-28 00:00:00+00:00,5.0,3.0,38,22
2024-03-29 00:00:00+00:00,3.0,3.0,37,18
2024-03-30 00:00:00+00:00,,,16,5
