referrer,views_total,views_unique
github.com,80,14
Google,76,48
Bing,15,13
DuckDuckGo,8,7
chatgpt.com,5,3
medium.com,3,3
e.mail.ru,2,2
time-series-features.gitbook.io,2,2
qwant.com,2,1
cran.r-project.org,1,1
