time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-30 00:00:00+00:00,3,3,109,18
2025-07-31 00:00:00+00:00,1,1,23,16
2025-08-01 00:00:00+00:00,4,4,18,16
2025-08-02 00:00:00+00:00,1,1,5,4
2025-08-03 00:00:00+00:00,5,5,4,4
2025-08-04 00:00:00+00:00,6,5,37,27
2025-08-05 00:00:00+00:00,7,5,22,18
2025-08-06 00:00:00+00:00,4,3,46,24
2025-08-07 00:00:00+00:00,12,8,46,28
2025-08-08 00:00:00+00:00,8,8,24,19
2025-08-09 00:00:00+00:00,4,4,7,7
2025-08-10 00:00:00+00:00,5,5,4,3
2025-08-11 00:00:00+00:00,13,13,83,17
2025-08-12 00:00:00+00:00,11,11,27,22
