time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-29 00:00:00+00:00,11,7,6,6
2026-03-30 00:00:00+00:00,19,13,15,13
2026-03-31 00:00:00+00:00,14,6,36,22
2026-04-01 00:00:00+00:00,17,13,36,17
2026-04-02 00:00:00+00:00,15,11,31,12
2026-04-03 00:00:00+00:00,23,13,19,13
2026-04-04 00:00:00+00:00,7,6,17,13
2026-04-05 00:00:00+00:00,13,9,13,8
2026-04-06 00:00:00+00:00,17,12,12,11
2026-04-07 00:00:00+00:00,9,8,26,18
2026-04-08 00:00:00+00:00,17,8,32,13
2026-04-09 00:00:00+00:00,32,13,15,11
2026-04-10 00:00:00+00:00,24,13,15,9
2026-04-11 00:00:00+00:00,43,22,11,10
