referrer,views_total,views_unique
Google,62,50
Bing,11,7
chatgpt.com,6,5
github.com,5,4
pypi.org,3,3
DuckDuckGo,3,2
perplexity.ai,3,1
link.springer.com,2,1
cran.r-project.org,1,1
opentimeseries.com,1,1
