referrer,views_total,views_unique
Google,53,38
Bing,8,6
chatgpt.com,5,5
time-series-features.gitbook.io,4,3
github.com,3,2
pypi.org,1,1
statics.teams.cdn.office.net,1,1
cn.bing.com,1,1
medium.com,1,1
DuckDuckGo,1,1
