referrer,views_total,views_unique
Google,55,34
github.com,33,15
chatgpt.com,17,3
Bing,5,4
time-series-features.gitbook.io,4,4
claude.ai,3,2
DuckDuckGo,2,2
doubao.com,2,2
e.mail.ru,1,1
link.springer.com,1,1
