referrer,views_total,views_unique
Google,151,85
link.springer.com,68,2
github.com,16,13
pub.towardsai.net,12,1
time-series-features.gitbook.io,7,5
opentimeseries.com,6,2
pypi.org,5,3
cn.bing.com,4,2
Bing,3,3
statics.teams.cdn.office.net,3,1
