referrer,views_total,views_unique
Google,134,80
github.com,57,13
pypi.org,20,13
link.springer.com,14,5
Bing,12,8
search.brave.com,7,5
time-series-features.gitbook.io,6,4
cran.r-project.org,5,1
chatgpt.com,4,3
DuckDuckGo,4,2
