referrer,views_total,views_unique
Google,215,131
github.com,22,16
time-series-features.gitbook.io,16,5
medium.com,6,5
statics.teams.cdn.office.net,6,4
chatgpt.com,5,4
Bing,5,4
pypi.org,3,2
wiki.iis.uj.edu.pl,3,1
m.nearbyme.io,2,1
