referrer,views_total,views_unique
Google,252,86
time-series-features.gitbook.io,57,15
github.com,44,17
Bing,23,4
mail.google.com,17,1
pypi.org,12,5
sktime.net,5,4
DuckDuckGo,4,1
opentimeseries.com,3,2
link.springer.com,2,2
