time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,4.0,4.0,10,8
2025-07-21 00:00:00+00:00,9.0,8.0,21,19
2025-07-22 00:00:00+00:00,4.0,4.0,26,21
2025-07-23 00:00:00+00:00,18.0,17.0,25,15
2025-07-24 00:00:00+00:00,7.0,7.0,38,20
2025-07-25 00:00:00+00:00,4.0,4.0,28,17
2025-07-26 00:00:00+00:00,14.0,8.0,13,11
2025-07-27 00:00:00+00:00,5.0,5.0,11,9
2025-07-28 00:00:00+00:00,4.0,4.0,37,23
2025-07-29 00:00:00+00:00,7.0,7.0,38,20
2025-07-30 00:00:00+00:00,3.0,3.0,109,18
2025-07-31 00:00:00+00:00,1.0,1.0,23,16
2025-08-01 00:00:00+00:00,4.0,4.0,18,16
2025-08-02 00:00:00+00:00,,,5,4
