time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,22,10,26,11
2026-05-12 00:00:00+00:00,47,16,19,9
2026-05-13 00:00:00+00:00,40,13,10,10
2026-05-14 00:00:00+00:00,22,8,8,8
2026-05-15 00:00:00+00:00,13,10,31,13
2026-05-16 00:00:00+00:00,12,8,12,6
2026-05-17 00:00:00+00:00,39,11,10,9
2026-05-18 00:00:00+00:00,15,9,18,15
2026-05-19 00:00:00+00:00,29,11,35,10
2026-05-20 00:00:00+00:00,33,12,12,11
2026-05-21 00:00:00+00:00,14,8,12,9
2026-05-22 00:00:00+00:00,18,8,12,11
2026-05-23 00:00:00+00:00,29,15,3,2
2026-05-24 00:00:00+00:00,30,12,7,7
