referrer,views_total,views_unique
Google,151,105
github.com,28,16
link.springer.com,23,3
time-series-features.gitbook.io,21,11
chatgpt.com,13,9
Bing,11,6
pypi.org,3,3
cran.r-project.org,2,2
medium.com,1,1
DuckDuckGo,1,1
