referrer,views_total,views_unique
Google,200,110
github.com,20,15
time-series-features.gitbook.io,16,5
chatgpt.com,8,5
medium.com,7,5
statics.teams.cdn.office.net,5,4
DuckDuckGo,5,4
pypi.org,4,2
Bing,3,3
link.zhihu.com,3,2
