referrer,views_total,views_unique
Google,75,56
chatgpt.com,14,5
github.com,11,9
Bing,9,6
pypi.org,6,4
perplexity.ai,4,2
time-series-features.gitbook.io,3,2
doc2x.noedgeai.com,1,1
opentimeseries.com,1,1
qwant.com,1,1
