referrer,views_total,views_unique
Google,99,55
github.com,24,12
pypi.org,21,7
Bing,10,9
DuckDuckGo,4,2
chatgpt.com,3,3
time-series-features.gitbook.io,3,1
link.springer.com,1,1
opentimeseries.com,1,1
search.brave.com,1,1
