time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-10 00:00:00+00:00,,,32,22
2024-10-11 00:00:00+00:00,1.0,1.0,66,16
2024-10-12 00:00:00+00:00,2.0,1.0,40,6
2024-10-13 00:00:00+00:00,4.0,2.0,22,8
2024-10-14 00:00:00+00:00,7.0,2.0,80,22
2024-10-15 00:00:00+00:00,,,79,21
2024-10-16 00:00:00+00:00,,,88,27
2024-10-17 00:00:00+00:00,2.0,1.0,68,23
2024-10-18 00:00:00+00:00,,,61,15
2024-10-19 00:00:00+00:00,1.0,1.0,8,7
2024-10-20 00:00:00+00:00,1.0,1.0,22,8
2024-10-21 00:00:00+00:00,2.0,2.0,36,24
2024-10-22 00:00:00+00:00,,,70,28
2024-10-23 00:00:00+00:00,,,38,20
