time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-21 00:00:00+00:00,20,17,17,14
2026-08-22 00:00:00+00:00,18,18,6,4
2026-08-23 00:00:00+00:00,16,11,5,5
2026-08-24 00:00:00+00:00,13,12,39,16
2026-08-25 00:00:00+00:00,47,28,24,11
2026-08-26 00:00:00+00:00,25,12,8,8
2026-08-27 00:00:00+00:00,12,10,36,18
2026-08-28 00:00:00+00:00,11,10,8,7
2026-08-29 00:00:00+00:00,10,4,1,1
2026-08-30 00:00:00+00:00,8,7,3,3
2026-08-31 00:00:00+00:00,1566,180,11,11
2026-09-01 00:00:00+00:00,41,13,15,12
2026-09-02 00:00:00+00:00,12,9,31,17
2026-09-03 00:00:00+00:00,8,6,15,13
