referrer,views_total,views_unique
Google,86,49
github.com,51,31
chatgpt.com,28,8
teams.public.onecdn.static.microsoft,13,3
pypi.org,11,4
link.springer.com,4,3
Bing,3,3
claude.ai,3,2
DuckDuckGo,1,1
cran.r-project.org,1,1
