time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-31 00:00:00+00:00,12,8,10,8
2026-06-01 00:00:00+00:00,20,11,6,6
2026-06-02 00:00:00+00:00,24,11,9,8
2026-06-03 00:00:00+00:00,34,19,6,6
2026-06-04 00:00:00+00:00,26,12,30,11
2026-06-05 00:00:00+00:00,17,6,22,14
2026-06-06 00:00:00+00:00,17,10,14,6
2026-06-07 00:00:00+00:00,17,8,19,8
2026-06-08 00:00:00+00:00,23,10,19,17
2026-06-09 00:00:00+00:00,15,10,72,26
2026-06-10 00:00:00+00:00,20,9,23,13
2026-06-11 00:00:00+00:00,17,8,26,19
2026-06-12 00:00:00+00:00,23,9,22,16
2026-06-13 00:00:00+00:00,16,6,12,6
