time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-22 00:00:00+00:00,18,10,9,9
2026-02-23 00:00:00+00:00,15,7,23,18
2026-02-24 00:00:00+00:00,10,6,17,13
2026-02-25 00:00:00+00:00,13,7,75,13
2026-02-26 00:00:00+00:00,20,10,23,15
2026-02-27 00:00:00+00:00,17,13,7,6
2026-02-28 00:00:00+00:00,10,6,11,7
2026-03-01 00:00:00+00:00,16,8,6,5
2026-03-02 00:00:00+00:00,20,12,34,27
2026-03-03 00:00:00+00:00,3,3,34,20
2026-03-04 00:00:00+00:00,16,7,33,21
2026-03-05 00:00:00+00:00,25,16,35,15
2026-03-06 00:00:00+00:00,7,3,7,6
2026-03-07 00:00:00+00:00,10,6,7,5
