time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,,,10,9
2024-07-22 00:00:00+00:00,,,34,23
2024-07-23 00:00:00+00:00,2.0,2.0,42,17
2024-07-24 00:00:00+00:00,2.0,2.0,47,17
2024-07-25 00:00:00+00:00,3.0,1.0,24,14
2024-07-26 00:00:00+00:00,,,68,18
2024-07-27 00:00:00+00:00,1.0,1.0,14,6
2024-07-28 00:00:00+00:00,,,9,7
2024-07-29 00:00:00+00:00,,,24,21
2024-07-30 00:00:00+00:00,,,34,22
2024-07-31 00:00:00+00:00,1.0,1.0,82,22
2024-08-01 00:00:00+00:00,1.0,1.0,55,16
2024-08-02 00:00:00+00:00,2.0,2.0,49,19
2024-08-03 00:00:00+00:00,,,9,7
