referrer,views_total,views_unique
github.com,83,11
Google,48,35
Bing,13,11
DuckDuckGo,8,7
time-series-features.gitbook.io,4,4
qwant.com,4,1
chatgpt.com,3,2
medium.com,2,2
cran.r-project.org,1,1
e.mail.ru,1,1
