time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-09 00:00:00+00:00,16,12,42,25
2026-03-10 00:00:00+00:00,7,5,30,17
2026-03-11 00:00:00+00:00,12,7,35,30
2026-03-12 00:00:00+00:00,9,4,15,13
2026-03-13 00:00:00+00:00,2,2,14,11
2026-03-14 00:00:00+00:00,5,5,39,6
2026-03-15 00:00:00+00:00,11,6,8,8
2026-03-16 00:00:00+00:00,25,13,22,13
2026-03-17 00:00:00+00:00,12,5,19,15
2026-03-18 00:00:00+00:00,10,5,20,17
2026-03-19 00:00:00+00:00,8,4,32,13
2026-03-20 00:00:00+00:00,6,5,22,14
2026-03-21 00:00:00+00:00,7,3,9,7
2026-03-22 00:00:00+00:00,12,4,8,5
