referrer,views_total,views_unique
Google,441,105
time-series-features.gitbook.io,34,19
github.com,34,15
sktime.net,26,2
pypi.org,3,3
opentimeseries.com,3,1
DuckDuckGo,2,2
Bing,1,1
researchgate.net,1,1
skine.ru,1,1
